FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ad2,14257,Karl-Waldbrunner-Hof,1,3,1983-12-15,10008937,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ad3,14263,August-Bergmann-Hof,1,4,1984-05-07,10008943,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ad4,14266,Robert-Erber-Hof,1,2,1984-05-07,10008946,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ad5,14009,Anton-Kohl-Hof,1,3,1949-02-15,10008701,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ad6,14269,Johann-Schauhuber-Hof,1,23,1984-11-08,10008949,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ad7,14273,Otto-Limanovsky-Hof,1,7,1985-02-28,10008953,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ad8,14277,Karl-Maisel-Hof,1,11,1985-11-21,10008957,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ad9,15027,Halterbach,1,14,1973-01-05,10009033,2013,Fließgewässer
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ada,15030,Irissee,1,22,1973-01-05,10009036,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3adb,15031,Kaiserwasser,1,22,1973-01-05,10009037,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3adc,15036,Kühwörther Wasser,1,22,1973-01-05,10009042,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3add,15042,Liesingbach,2,10|23,1973-01-05,10009048,2013,Fließgewässer
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ade,02633,Kratzlgasse,1,19,1961-02-01,10002567,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3adf,01594,Grenadierweg,1,22,1966-11-02,10001549,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae0,06287,Rosalia-Chladek-Gasse,1,22,1997-04-11,10006110,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae1,06540,Am Donaupark,1,22,2003-11-07,10403009,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae2,09495,Jedlersdorfer Platz,1,21,1995-09-21,10006846,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae3,01989,Hirschensteig,1,13,1942-01-01,10001935,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae4,02021,Höritzergasse,1,14,1912-05-07,10001966,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae5,01299,Freumbichlerweg,1,14,1954-06-02,10001257,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae6,04138,Sampogasse,1,14,1894-06-30,10004051,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae7,02687,Kuefsteingasse,1,14,1894-06-30,10002621,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae8,04175,Sauergasse,1,14,1952-09-17,10004088,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3ae9,00928,Dreihausgasse,1,15,1973-01-05,10000892,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3aea,01874,Heigerleinstraße,2,16|17,1897-07-17,10001823,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3aeb,05333,Wimbergergasse,1,7,1905-01-05,10005225,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3aec,03464,Obergfellplatz,1,21,1910-05-03,10003388,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3aed,01155,Felberstraße,1,15,1973-01-05,10001116,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3aee,04986,Turnergasse,1,15,1864-06-30,10004884,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3aef,01217,Flemminggasse,1,19,1973-01-05,10001177,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af0,05020,Unterer Schreiberweg,1,19,1914-09-10,10004918,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af1,05129,Wagenseilgasse,1,12,1912-09-27,10005024,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af2,00787,Deckergasse,1,12,1909-02-16,10000759,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af3,09746,Scheiterplatzl,1,14,1973-01-05,10007064,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af4,00987,Eduard-Sueß-Gasse,1,15,1914-01-01,10000950,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af5,01573,Grailichgasse,1,3,1973-01-05,10001528,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af6,05378,Wolfrathplatz,1,13,1894-06-30,10005268,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af7,00958,Ebersberggasse,1,13,1973-01-05,10000922,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af8,03691,Pionierweg,1,22,1966-11-02,10003611,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3af9,04435,Sebaldgasse,2,21|22,1909-06-30,10004338,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3afa,01830,Hassingergasse,1,21,1954-06-02,10001779,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3afb,05173,Warhanekgasse,1,21,1956-10-17,10005068,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3afc,01878,Heiligenstädter Straße,2,9|19,1945-11-20,10001826,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3afd,02797,Lautenschlägergasse,1,11,1954-04-21,10002731,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3afe,01237,Föhrengasse,1,23,1965-06-02,10001197,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3aff,04686,Steinbüchlweg,1,19,1755-01-01,10004587,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b00,00719,Cobenzlgasse,1,19,1894-01-01,10000694,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b01,09463,Hoechlegasse,1,22,1970-09-08,10006818,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b02,00259,Arnsteingasse,1,15,1973-05-01,10000248,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b03,00734,Cossmanngasse,1,14,1952-09-17,10000709,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b04,02609,Kornfeldweg,1,22,1947-06-30,10002543,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b05,01772,Hamiltongasse,1,14,1973-01-05,10001722,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b06,06406,Hansl-Schmid-Weg,1,16,1997-09-12,10006227,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b07,10173,Schmelzbrücke,1,15,1973-01-05,10007459,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b08,03434,Nottebohmstraße,1,19,1921-12-28,10003358,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b09,03843,Rampengasse,1,19,1973-01-05,10003762,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b0a,01203,Fischergasse,1,2,1862-01-01,10001163,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b0b,02395,Karmeliterplatz,1,2,1905-03-15,10002336,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b0c,03860,Rasumofskygasse,1,3,1973-01-05,10003779,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b0d,02685,Kübeckgasse,1,3,1910-04-14,10002619,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b0e,05810,Kirsteweg,1,10,1970-05-15,10005668,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b0f,02894,Liechtensteinstraße,1,9,1862-06-30,10002826,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b10,05627,Schwarzer Weg,1,21,1988-02-12,10005504,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b11,06475,Kurt-Pint-Platz,1,6,2000-02-29,10379963,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b12,03043,Mannagettagasse,1,19,1973-01-05,10002973,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b13,15044,Mauerbach,1,14,1973-01-05,10009050,2013,Fließgewässer
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b14,15046,Mittelwasser,1,22,1973-01-05,10009052,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b15,15048,Mühlwasser,1,22,1973-01-05,10009054,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b16,15053,Panozzalacke,1,22,2011-01-11,10009059,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b17,15054,Pappelteich,1,23,1973-01-05,10009060,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b18,15056,Petersbach,1,23,1973-01-05,10009062,2013,Fließgewässer
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b19,14051,Alois-Küblböck-Hof,1,15,1969-05-20,10008740,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b1a,14056,Franz-Silberer-Hof,1,3,1929-06-30,10008743,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b1b,14062,Gallhof,1,9,1949-02-15,10008749,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b1c,01869,Heidenreichsteinweg,1,21,1964-05-20,10001818,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b1d,14070,Großmannhof,1,20,1949-02-15,10008756,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b1e,14072,Hanuschhof,1,3,1926-04-28,10008758,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b1f,14075,Haydnhof,1,12,1931-06-30,10008761,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b20,14076,Hedorferhof,1,11,1949-02-15,10008762,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b21,14077,Heimhof,1,15,1922-06-30,10008763,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b22,10616,Knoten Nußdorf Tragwerk 3,1,19,1989-06-21,10007893,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b23,10621,Silbergassenbrücke,1,19,1989-06-21,10007898,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b24,18148,Kroißberg,1,23,2018-06-09,10009864,10060,Berg
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b25,18150,Krumme Eiche,1,14,1973-01-05,10009866,10030,Riedbezeichnung
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b26,18158,Baderwiese,1,13,2012-06-15,10009872,20081,Wiese
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b27,18162,Dianawiese,1,13,2012-06-15,10009876,20081,Wiese
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b28,00292,Auer-Welsbach-Straße,1,23,1973-01-05,10000281,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b29,10174,Rustensteg,1,15,1973-01-06,10007460,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b2a,10244,Ketzerbrücke,1,23,2014-04-14,10007525,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b2b,10074,Steg an der Kaistraße,1,10,1973-01-05,10007363,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b2c,03310,Münichreiterstraße,1,13,1946-02-05,10003238,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b2d,00460,Biedergasse,1,19,1878-01-01,10000445,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b2e,04306,Schmiegergasse,1,18,1963-09-04,10004211,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b2f,09197,Kappgasse,1,3,1975-02-10,10006620,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b30,00229,Antonsplatz,1,10,1897-11-03,10000218,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b31,02396,Karolinengasse,1,4,1875-06-30,10002337,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b32,02462,Kirchengasse,1,7,1862-06-30,10002402,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b33,04485,Sensengasse,1,9,1862-06-30,10004387,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b34,10617,Knoten Nußdorf Tragwerk 11,1,19,1989-06-21,10007894,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b35,05006,Umlauftgasse,1,17,1923-11-11,10004904,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b36,02202,Jesuitengasse,1,1,1862-01-01,10002145,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b37,01483,Geymüllergasse,1,18,1894-01-01,10001438,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b38,02169,Jägerstraße,1,20,1973-01-05,10002113,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b39,00641,Bürgergasse,1,10,1872-01-01,10000617,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b3a,05322,Wilhelm-Erben-Gasse,2,12|23,1959-09-02,10005214,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b3b,05779,Robert-Stolz-Platz,1,1,1978-09-11,10005640,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b3c,01395,Garbergasse,1,6,1862-01-01,10001352,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b3d,05368,Wohllebengasse,1,4,1825-06-30,10005258,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b3e,02759,Landstraßer Gürtel,1,3,1894-11-13,10002693,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b3f,04184,Schadekgasse,1,6,1913-09-03,10004097,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b40,02594,Konrad-Thurnher-Gasse,1,11,1956-06-06,10002529,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b41,05503,Neuburgergasse,1,10,1969-09-09,10005392,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b42,00488,Bitterlichstraße,1,10,1929-03-06,10000472,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b43,04544,Sindinggasse,1,10,1955-11-16,10004445,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b44,01277,Franz-Schalk-Platz,1,13,1935-04-25,10001235,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b45,02360,Karl-Bekehrty-Straße,1,14,1973-01-05,10002301,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b46,03155,Meichlstraße,1,11,1872-06-30,10003084,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b47,01743,7.Haidequerstraße,1,11,1973-01-05,10001694,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b48,04918,Tongasse,1,3,1907-06-19,10004817,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b49,03485,Ölzeltgasse,1,3,1973-01-05,10003409,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b4a,04344,Schottenring,1,1,1973-01-05,10004248,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b4b,03862,Rathausstraße,1,1,1870-06-30,10003781,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b4c,01870,Heidenschuß,1,1,1973-05-03,10001819,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b4d,09193,Jedletzbergerstraße,1,11,1994-01-20,10006616,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b4e,06065,Warneckestraße,1,11,1982-06-15,10005898,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b4f,02111,Hutterergasse,1,11,1994-01-20,10002056,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b50,03450,Nymphengasse,1,12,1884-06-30,10003374,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b51,01557,Gottfried-Alber-Gasse,1,14,1914-07-01,10001512,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b52,05339,Windhabergasse,1,19,1894-06-30,10005231,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b53,05036,Urselbrunnengasse,1,10,1964-02-05,10004934,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b54,01446,Georginenplatz,1,22,1955-02-16,10001403,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b55,05701,Kestnerweg,1,16,1970-07-07,10005569,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b56,05852,Wilhelm-Stemmer-Weg,1,17,1998-04-17,10005705,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b57,03783,Promenadeweg,1,17,2008-06-10,10003703,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b58,03723,Pointengasse,1,17,1973-01-05,10003643,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b59,12560,Franz-Mika-Weg,1,10,1997-10-10,10008632,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b5a,06234,Primavesigasse,1,22,1990-10-11,10006059,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b5b,01308,Friedensstraße,1,23,1973-01-05,10001266,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b5c,02170,Jägerweggasse,1,23,1973-01-05,10002114,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b5d,00095,Alter Wiener Weg,1,21,1973-01-05,10000091,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b5e,18163,Faßlberg,1,13,1973-01-05,10009877,10060,Berg
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b5f,18168,Lainzer Große Stockwiese,1,13,2012-06-14,10009882,20081,Wiese
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b60,03702,Plankengasse,1,1,1784-06-30,10003622,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b61,04974,Türkenschanzplatz,1,18,1910-09-22,10004873,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b62,14082,Herweghhof,1,5,1928-02-07,10008768,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b63,14083,Holyhof,1,17,1948-02-10,10008769,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b64,01651,Grundemanngasse,1,22,1973-01-05,10001602,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b65,01134,Falkestraße,1,1,1901-05-09,10001095,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b66,02234,Johann-Weber-Straße,1,21,1973-01-05,10002176,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b67,18094,Hanselgrund,1,22,1973-01-05,10009815,7355,Flurname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b68,00171,An den Steinfeldern,1,23,1942-11-21,10000161,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b69,05544,Jura-Soyfer-Gasse,1,10,1968-11-19,10005429,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b6a,04765,Strebersdorfer Platz,1,21,1958-10-15,10004666,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b6b,02301,Kärntner Durchgang,1,1,1973-01-05,10002242,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b6c,01848,Haussteinstraße,1,2,1899-09-17,10001797,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b6d,02375,Karl-Löwe-Gasse,1,12,1938-12-09,10002316,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b6e,01112,Etschnerweg,1,14,1930-01-29,10001073,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b6f,00563,Braumüllergasse,1,17,1966-01-12,10000547,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b70,01273,Franz-Parsche-Gasse,1,23,1973-01-05,10001231,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b71,00056,Albertinaplatz,1,1,1935-12-27,10000054,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b72,01633,Große Schiffgasse,1,2,1973-01-05,10001585,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b73,01394,Gansterergasse,1,16,1856-01-01,10001351,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b74,03207,Migazziplatz,1,12,1894-06-30,10003135,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b75,04151,St.-Elisabeth-Platz,1,4,1932-07-11,10004064,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b76,04432,Schwindgasse,1,4,1874-06-30,10004335,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b77,02657,Kreuzwiesengasse,2,17|18,1894-06-30,10002591,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b78,03720,Pötzleinsdorfer Straße,1,18,1894-06-30,10003640,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b79,05146,Waldrosengasse,1,14,1966-05-04,10005041,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b7a,03059,Marco-d'Aviano-Gasse,1,1,1935-06-07,10002989,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b7b,00513,Blutgasse,1,1,1973-05-03,10000497,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b7c,18126,Kasernboden,1,22,1973-01-05,10009842,10030,Riedbezeichnung
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b7d,18136,Kleiner Schafberg,1,17,1973-01-05,10009852,10060,Berg
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b7e,18138,Knödelhütte,1,14,1973-01-05,10009854,10001,Objektname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b7f,18143,Bahnwächterhaus,1,11,1973-01-05,10009859,10001,Objektname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b80,14021,Bundesländerhof,1,22,1966-05-04,10008711,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b81,14024,Dag-Hammarskjöld-Hof,1,21,1961-10-03,10008714,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b82,14026,Dittes Hof,1,19,1755-01-01,10008716,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b83,14032,Eberthof,1,15,1926-09-22,10008722,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3b84,14035,Eiflerhof,1,17,1949-02-15,10008725,35100,städtische Wohnhausanlage
