link,name,plz
8046 Gratkorn,Gratkorn,8046
8061 Gutenberg-Stenzengreith,Gutenberg-Stenzengreith,8061
8061 Weinitzen,Weinitzen,8061
8041 Graz,Graz,8041
8044 Weinitzen,Weinitzen,8044
8046 Stattegg,Stattegg,8046
8010 Kainbach bei Graz,Kainbach bei Graz,8010
8010 Graz,Graz,8010
8051 Thal,Thal,8051
8061 Sankt Radegund bei Graz,Sankt Radegund bei Graz,8061
8071 Hausmannstätten,Hausmannstätten,8071
8081 Heiligenkreuz am Waasen,Heiligenkreuz am Waasen,8081
8081 Pirching am Traubenberg,Pirching am Traubenberg,8081
8042 Graz,Graz,8042
8044 Weinitzen,Weinitzen,8044
8046 Stattegg,Stattegg,8046
8062 Kumberg,Kumberg,8062
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8082 Kirchbach-Zerlach,Kirchbach-Zerlach,8082
8092 Mettersdorf am Saßbach,Mettersdorf am Saßbach,8092
8041 Graz,Graz,8041
8043 Graz,Graz,8043
8044 Kumberg,Kumberg,8044
8043 Graz,Graz,8043
8044 Weinitzen,Weinitzen,8044
8046 Stattegg,Stattegg,8046
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8083 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8083
8093 Sankt Peter am Ottersbach,Sankt Peter am Ottersbach,8093
8041 Graz,Graz,8041
8042 Graz,Graz,8042
8044 Kumberg,Kumberg,8044
8044 Weinitzen,Weinitzen,8044
8044 Kumberg,Kumberg,8044
8044 Eggersdorf bei Graz,Eggersdorf bei Graz,8044
8044 Kainbach bei Graz,Kainbach bei Graz,8044
8044 Graz,Graz,8044
8046 Stattegg,Stattegg,8046
8054 Seiersberg-Pirka,Seiersberg-Pirka,8054
8074 Raaba-Grambach,Raaba-Grambach,8074
8041 Graz,Graz,8041
8042 Graz,Graz,8042
8045 Weinitzen,Weinitzen,8045
8045 Stattegg,Stattegg,8045
8045 Graz,Graz,8045
8044 Weinitzen,Weinitzen,8044
8046 Stattegg,Stattegg,8046
8051 Thal,Thal,8051
8054 Seiersberg-Pirka,Seiersberg-Pirka,8054
8075 Hart bei Graz,Hart bei Graz,8075
8041 Graz,Graz,8041
8042 Graz,Graz,8042
8046 Stattegg,Stattegg,8046
8046 Graz,Graz,8046
8046 Gratkorn,Gratkorn,8046
8044 Weinitzen,Weinitzen,8044
8061 Sankt Radegund bei Graz,Sankt Radegund bei Graz,8061
8062 Kumberg,Kumberg,8062
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8076 Vasoldsberg,Vasoldsberg,8076
8041 Graz,Graz,8041
8042 Graz,Graz,8042
8047 Kainbach bei Graz,Kainbach bei Graz,8047
8047 Graz,Graz,8047
8047 Hart bei Graz,Hart bei Graz,8047
8044 Weinitzen,Weinitzen,8044
8046 Stattegg,Stattegg,8046
8071 Hausmannstätten,Hausmannstätten,8071
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8074 Raaba-Grambach,Raaba-Grambach,8074
8075 Hart bei Graz,Hart bei Graz,8075
8051 Thal,Thal,8051
8051 Graz,Graz,8051
8054 Seiersberg-Pirka,Seiersberg-Pirka,8054
8010 Kainbach bei Graz,Kainbach bei Graz,8010
8010 Graz,Graz,8010
8061 Sankt Radegund bei Graz,Sankt Radegund bei Graz,8061
8071 Hausmannstätten,Hausmannstätten,8071
8081 Empersdorf,Empersdorf,8081
8081 Heiligenkreuz am Waasen,Heiligenkreuz am Waasen,8081
8081 Pirching am Traubenberg,Pirching am Traubenberg,8081
8052 Graz,Graz,8052
8052 Hitzendorf,Hitzendorf,8052
8052 Thal,Thal,8052
8051 Thal,Thal,8051
8054 Seiersberg-Pirka,Seiersberg-Pirka,8054
8062 Kumberg,Kumberg,8062
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8082 Kirchbach-Zerlach,Kirchbach-Zerlach,8082
8092 Mettersdorf am Saßbach,Mettersdorf am Saßbach,8092
8051 Graz,Graz,8051
8053 Graz,Graz,8053
8051 Thal,Thal,8051
8054 Seiersberg-Pirka,Seiersberg-Pirka,8054
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8083 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8083
8093 Sankt Peter am Ottersbach,Sankt Peter am Ottersbach,8093
8051 Graz,Graz,8051
8052 Thal,Thal,8052
8052 Hitzendorf,Hitzendorf,8052
8055 Graz,Graz,8055
8055 Seiersberg-Pirka,Seiersberg-Pirka,8055
8051 Thal,Thal,8051
8054 Seiersberg-Pirka,Seiersberg-Pirka,8054
8075 Hart bei Graz,Hart bei Graz,8075
8051 Graz,Graz,8051
8052 Thal,Thal,8052
8052 Hitzendorf,Hitzendorf,8052
8052 Graz,Graz,8052
8053 Graz,Graz,8053
8054 Seiersberg-Pirka,Seiersberg-Pirka,8054
8054 Premstätten,Premstätten,8054
8054 Graz,Graz,8054
8054 Hitzendorf,Hitzendorf,8054
8051 Thal,Thal,8051
8044 Weinitzen,Weinitzen,8044
8046 Stattegg,Stattegg,8046
8074 Raaba-Grambach,Raaba-Grambach,8074
8051 Graz,Graz,8051
8052 Thal,Thal,8052
8061 Sankt Radegund bei Graz,Sankt Radegund bei Graz,8061
8061 Gutenberg-Stenzengreith,Gutenberg-Stenzengreith,8061
8061 Weinitzen,Weinitzen,8061
8061 Kumberg,Kumberg,8061
8062 Kumberg,Kumberg,8062
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8010 Kainbach bei Graz,Kainbach bei Graz,8010
8010 Graz,Graz,8010
8051 Thal,Thal,8051
8071 Hausmannstätten,Hausmannstätten,8071
8062 Kumberg,Kumberg,8062
8062 Weinitzen,Weinitzen,8062
8062 Eggersdorf bei Graz,Eggersdorf bei Graz,8062
8061 Sankt Radegund bei Graz,Sankt Radegund bei Graz,8061
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8082 Kirchbach-Zerlach,Kirchbach-Zerlach,8082
8092 Mettersdorf am Saßbach,Mettersdorf am Saßbach,8092
8061 Weinitzen,Weinitzen,8061
8061 Kumberg,Kumberg,8061
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8063 Kainbach bei Graz,Kainbach bei Graz,8063
8063 Nestelbach bei Graz,Nestelbach bei Graz,8063
8063 Kumberg,Kumberg,8063
8063 Ludersdorf-Wilfersdorf,Ludersdorf-Wilfersdorf,8063
8061 Sankt Radegund bei Graz,Sankt Radegund bei Graz,8061
8062 Kumberg,Kumberg,8062
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8083 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8083
8093 Sankt Peter am Ottersbach,Sankt Peter am Ottersbach,8093
8071 Hausmannstätten,Hausmannstätten,8071
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8074 Raaba-Grambach,Raaba-Grambach,8074
8075 Hart bei Graz,Hart bei Graz,8075
8076 Vasoldsberg,Vasoldsberg,8076
8077 Gössendorf,Gössendorf,8077
8010 Kainbach bei Graz,Kainbach bei Graz,8010
8010 Graz,Graz,8010
8051 Thal,Thal,8051
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8072 Heiligenkreuz am Waasen,Heiligenkreuz am Waasen,8072
8071 Hausmannstätten,Hausmannstätten,8071
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8074 Raaba-Grambach,Raaba-Grambach,8074
8075 Hart bei Graz,Hart bei Graz,8075
8076 Vasoldsberg,Vasoldsberg,8076
8077 Gössendorf,Gössendorf,8077
8062 Kumberg,Kumberg,8062
8082 Kirchbach-Zerlach,Kirchbach-Zerlach,8082
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8073 Seiersberg-Pirka,Seiersberg-Pirka,8073
8073 Graz,Graz,8073
8071 Hausmannstätten,Hausmannstätten,8071
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8074 Raaba-Grambach,Raaba-Grambach,8074
8075 Hart bei Graz,Hart bei Graz,8075
8076 Vasoldsberg,Vasoldsberg,8076
8077 Gössendorf,Gössendorf,8077
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8074 Raaba-Grambach,Raaba-Grambach,8074
8074 Graz,Graz,8074
8071 Hausmannstätten,Hausmannstätten,8071
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8075 Hart bei Graz,Hart bei Graz,8075
8076 Vasoldsberg,Vasoldsberg,8076
8077 Gössendorf,Gössendorf,8077
8044 Weinitzen,Weinitzen,8044
8046 Stattegg,Stattegg,8046
8075 Hart bei Graz,Hart bei Graz,8075
8075 Laßnitzhöhe,Laßnitzhöhe,8075
8071 Hausmannstätten,Hausmannstätten,8071
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8074 Raaba-Grambach,Raaba-Grambach,8074
8076 Vasoldsberg,Vasoldsberg,8076
8077 Gössendorf,Gössendorf,8077
8051 Thal,Thal,8051
8054 Seiersberg-Pirka,Seiersberg-Pirka,8054
8076 Vasoldsberg,Vasoldsberg,8076
8071 Hausmannstätten,Hausmannstätten,8071
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8074 Raaba-Grambach,Raaba-Grambach,8074
8075 Hart bei Graz,Hart bei Graz,8075
8077 Gössendorf,Gössendorf,8077
8046 Stattegg,Stattegg,8046
8061 Sankt Radegund bei Graz,Sankt Radegund bei Graz,8061
8062 Kumberg,Kumberg,8062
8077 Gössendorf,Gössendorf,8077
8071 Hausmannstätten,Hausmannstätten,8071
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8074 Raaba-Grambach,Raaba-Grambach,8074
8075 Hart bei Graz,Hart bei Graz,8075
8076 Vasoldsberg,Vasoldsberg,8076
8072 Heiligenkreuz am Waasen,Heiligenkreuz am Waasen,8072
8073 Seiersberg-Pirka,Seiersberg-Pirka,8073
8073 Graz,Graz,8073
8081 Empersdorf,Empersdorf,8081
8081 Heiligenkreuz am Waasen,Heiligenkreuz am Waasen,8081
8081 Pirching am Traubenberg,Pirching am Traubenberg,8081
8081 Vasoldsberg,Vasoldsberg,8081
8081 Kirchbach-Zerlach,Kirchbach-Zerlach,8081
8081 Allerheiligen bei Wildon,Allerheiligen bei Wildon,8081
8081 Sankt Marein bei Graz,Sankt Marein bei Graz,8081
8082 Kirchbach-Zerlach,Kirchbach-Zerlach,8082
8083 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8083
8010 Kainbach bei Graz,Kainbach bei Graz,8010
8082 Kirchbach-Zerlach,Kirchbach-Zerlach,8082
8082 Kirchberg an der Raab,Kirchberg an der Raab,8082
8082 Sankt Marein bei Graz,Sankt Marein bei Graz,8082
8082 Kirchberg an der Raab,Kirchberg an der Raab,8082
8082 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8082
8081 Empersdorf,Empersdorf,8081
8081 Heiligenkreuz am Waasen,Heiligenkreuz am Waasen,8081
8081 Pirching am Traubenberg,Pirching am Traubenberg,8081
8083 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8083
8062 Kumberg,Kumberg,8062
8083 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8083
8083 Kirchbach-Zerlach,Kirchbach-Zerlach,8083
8083 Jagerberg,Jagerberg,8083
8083 Gnas,Gnas,8083
8081 Empersdorf,Empersdorf,8081
8081 Heiligenkreuz am Waasen,Heiligenkreuz am Waasen,8081
8081 Pirching am Traubenberg,Pirching am Traubenberg,8081
8082 Kirchbach-Zerlach,Kirchbach-Zerlach,8082
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8091 Jagerberg,Jagerberg,8091
8091 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8091
8091 Gnas,Gnas,8091
8092 Mettersdorf am Saßbach,Mettersdorf am Saßbach,8092
8093 Sankt Peter am Ottersbach,Sankt Peter am Ottersbach,8093
8010 Kainbach bei Graz,Kainbach bei Graz,8010
8010 Graz,Graz,8010
8051 Thal,Thal,8051
8061 Sankt Radegund bei Graz,Sankt Radegund bei Graz,8061
8071 Hausmannstätten,Hausmannstätten,8071
8092 Mettersdorf am Saßbach,Mettersdorf am Saßbach,8092
8091 Jagerberg,Jagerberg,8091
8093 Sankt Peter am Ottersbach,Sankt Peter am Ottersbach,8093
8062 Kumberg,Kumberg,8062
8072 Fernitz-Mellach,Fernitz-Mellach,8072
8082 Kirchbach-Zerlach,Kirchbach-Zerlach,8082
8091 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8091
8091 Gnas,Gnas,8091
8093 Mettersdorf am Saßbach,Mettersdorf am Saßbach,8093
8020 Graz,Graz,8020
8093 Sankt Peter am Ottersbach,Sankt Peter am Ottersbach,8093
8093 Mettersdorf am Saßbach,Mettersdorf am Saßbach,8093
8091 Jagerberg,Jagerberg,8091
8092 Mettersdorf am Saßbach,Mettersdorf am Saßbach,8092
8063 Eggersdorf bei Graz,Eggersdorf bei Graz,8063
8073 Feldkirchen bei Graz,Feldkirchen bei Graz,8073
8083 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8083
8091 Sankt Stefan im Rosental,Sankt Stefan im Rosental,8091
8091 Gnas,Gnas,8091
8036 Graz,Graz,8036
8101 Gratkorn,Gratkorn,8101
8102 Semriach,Semriach,8102
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8113 Stiwoll,Stiwoll,8113
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8121 Deutschfeistritz,Deutschfeistritz,8121
8141 Premstätten,Premstätten,8141
8151 Hitzendorf,Hitzendorf,8151
8171 Sankt Kathrein am Offenegg,Sankt Kathrein am Offenegg,8171
8102 Semriach,Semriach,8102
8102 Gratkorn,Gratkorn,8102
8102 Passail,Passail,8102
8101 Gratkorn,Gratkorn,8101
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8124 Übelbach,Übelbach,8124
8132 Pernegg an der Mur,Pernegg an der Mur,8132
8142 Wundschuh,Wundschuh,8142
8152 Geistthal-Södingberg,Geistthal-Södingberg,8152
8103 Deutschfeistritz,Deutschfeistritz,8103
8103 Gratwein-Straßengel,Gratwein-Straßengel,8103
8101 Gratkorn,Gratkorn,8101
8102 Semriach,Semriach,8102
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8113 Stiwoll,Stiwoll,8113
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8130 Frohnleiten,Frohnleiten,8130
8132 Pernegg an der Mur,Pernegg an der Mur,8132
8143 Dobl-Zwaring,Dobl-Zwaring,8143
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8111 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8111
8113 Stiwoll,Stiwoll,8113
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8101 Gratkorn,Gratkorn,8101
8121 Deutschfeistritz,Deutschfeistritz,8121
8141 Premstätten,Premstätten,8141
8151 Hitzendorf,Hitzendorf,8151
8171 Sankt Kathrein am Offenegg,Sankt Kathrein am Offenegg,8171
8112 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8112
8112 Gratwein-Straßengel,Gratwein-Straßengel,8112
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8113 Stiwoll,Stiwoll,8113
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8102 Semriach,Semriach,8102
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8124 Übelbach,Übelbach,8124
8113 Stiwoll,Stiwoll,8113
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8113 Thal,Thal,8113
8113 Geistthal-Södingberg,Geistthal-Södingberg,8113
8113 Hitzendorf,Hitzendorf,8113
8113 Stallhofen,Stallhofen,8113
8113 Gratwein-Straßengel,Gratwein-Straßengel,8113
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8130 Frohnleiten,Frohnleiten,8130
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8124 Übelbach,Übelbach,8124
8101 Gratkorn,Gratkorn,8101
8102 Semriach,Semriach,8102
8130 Frohnleiten,Frohnleiten,8130
8160 Naas,Naas,8160
8160 Weiz,Weiz,8160
8160 Thannhausen,Thannhausen,8160
8160 Gutenberg-Stenzengreith,Gutenberg-Stenzengreith,8160
8114 Peggau,Peggau,8114
8114 Gratkorn,Gratkorn,8114
8114 Gratwein-Straßengel,Gratwein-Straßengel,8114
8114 Deutschfeistritz,Deutschfeistritz,8114
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8113 Stiwoll,Stiwoll,8113
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8124 Übelbach,Übelbach,8124
8141 Premstätten,Premstätten,8141
8122 Übelbach,Übelbach,8122
8122 Deutschfeistritz,Deutschfeistritz,8122
8122 Frohnleiten,Frohnleiten,8122
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8124 Übelbach,Übelbach,8124
8102 Semriach,Semriach,8102
8132 Pernegg an der Mur,Pernegg an der Mur,8132
8142 Wundschuh,Wundschuh,8142
8152 Geistthal-Södingberg,Geistthal-Södingberg,8152
8121 Deutschfeistritz,Deutschfeistritz,8121
8121 Frohnleiten,Frohnleiten,8121
8120 Peggau,Peggau,8120
8124 Übelbach,Übelbach,8124
8101 Gratkorn,Gratkorn,8101
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Stiwoll,Stiwoll,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8141 Premstätten,Premstätten,8141
8130 Frohnleiten,Frohnleiten,8130
8130 Peggau,Peggau,8130
8130 Fladnitz an der Teichalm,Fladnitz an der Teichalm,8130
8132 Pernegg an der Mur,Pernegg an der Mur,8132
8101 Gratkorn,Gratkorn,8101
8102 Semriach,Semriach,8102
8120 Peggau,Peggau,8120
8160 Naas,Naas,8160
8160 Weiz,Weiz,8160
8160 Thannhausen,Thannhausen,8160
8124 Übelbach,Übelbach,8124
8124 Deutschfeistritz,Deutschfeistritz,8124
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8141 Premstätten,Premstätten,8141
8142 Wundschuh,Wundschuh,8142
8143 Dobl-Zwaring,Dobl-Zwaring,8143
8144 Haselsdorf-Tobelbad,Haselsdorf-Tobelbad,8144
8184 Anger,Anger,8184
8121 Frohnleiten,Frohnleiten,8121
8131 Frohnleiten,Frohnleiten,8131
8131 Pernegg an der Mur,Pernegg an der Mur,8131
8130 Frohnleiten,Frohnleiten,8130
8132 Pernegg an der Mur,Pernegg an der Mur,8132
8101 Gratkorn,Gratkorn,8101
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Stiwoll,Stiwoll,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8121 Deutschfeistritz,Deutschfeistritz,8121
8132 Pernegg an der Mur,Pernegg an der Mur,8132
8130 Frohnleiten,Frohnleiten,8130
8102 Semriach,Semriach,8102
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8124 Übelbach,Übelbach,8124
8142 Wundschuh,Wundschuh,8142
8152 Geistthal-Södingberg,Geistthal-Södingberg,8152
8152 Stallhofen,Stallhofen,8152
8162 Passail,Passail,8162
8142 Wundschuh,Wundschuh,8142
8142 Dobl-Zwaring,Dobl-Zwaring,8142
8141 Premstätten,Premstätten,8141
8143 Dobl-Zwaring,Dobl-Zwaring,8143
8144 Haselsdorf-Tobelbad,Haselsdorf-Tobelbad,8144
8102 Semriach,Semriach,8102
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8124 Übelbach,Übelbach,8124
8132 Pernegg an der Mur,Pernegg an der Mur,8132
8141 Premstätten,Premstätten,8141
8141 Dobl-Zwaring,Dobl-Zwaring,8141
8142 Wundschuh,Wundschuh,8142
8143 Dobl-Zwaring,Dobl-Zwaring,8143
8144 Haselsdorf-Tobelbad,Haselsdorf-Tobelbad,8144
8101 Gratkorn,Gratkorn,8101
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Stiwoll,Stiwoll,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8144 Haselsdorf-Tobelbad,Haselsdorf-Tobelbad,8144
8143 Dobl-Zwaring,Dobl-Zwaring,8143
8143 Sankt Josef (Weststeiermark),Sankt Josef (Weststeiermark),8143
8143 Premstätten,Premstätten,8143
8141 Premstätten,Premstätten,8141
8142 Wundschuh,Wundschuh,8142
8144 Haselsdorf-Tobelbad,Haselsdorf-Tobelbad,8144
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Stiwoll,Stiwoll,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8130 Frohnleiten,Frohnleiten,8130
8144 Lieboch,Lieboch,8144
8144 Seiersberg-Pirka,Seiersberg-Pirka,8144
8144 Hitzendorf,Hitzendorf,8144
8144 Premstätten,Premstätten,8144
8141 Premstätten,Premstätten,8141
8142 Wundschuh,Wundschuh,8142
8143 Dobl-Zwaring,Dobl-Zwaring,8143
8124 Übelbach,Übelbach,8124
8184 Anger,Anger,8184
8152 Geistthal-Södingberg,Geistthal-Södingberg,8152
8152 Stallhofen,Stallhofen,8152
8152 Söding-Sankt Johann,Söding-Sankt Johann,8152
8152 Krottendorf-Gaisfeld,Krottendorf-Gaisfeld,8152
8152 Voitsberg,Voitsberg,8152
8152 Hitzendorf,Hitzendorf,8152
8151 Hitzendorf,Hitzendorf,8151
8102 Semriach,Semriach,8102
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8151 Hitzendorf,Hitzendorf,8151
8151 Stallhofen,Stallhofen,8151
8151 Haselsdorf-Tobelbad,Haselsdorf-Tobelbad,8151
8151 Thal,Thal,8151
8151 Sankt Bartholomä,Sankt Bartholomä,8151
8152 Geistthal-Södingberg,Geistthal-Södingberg,8152
8152 Stallhofen,Stallhofen,8152
8101 Gratkorn,Gratkorn,8101
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8153 Geistthal-Södingberg,Geistthal-Södingberg,8153
8153 Übelbach,Übelbach,8153
8153 Gratwein-Straßengel,Gratwein-Straßengel,8153
8151 Hitzendorf,Hitzendorf,8151
8152 Geistthal-Södingberg,Geistthal-Södingberg,8152
8152 Stallhofen,Stallhofen,8152
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Stiwoll,Stiwoll,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8130 Frohnleiten,Frohnleiten,8130
8160 Thannhausen,Thannhausen,8160
8160 Naas,Naas,8160
8160 Weiz,Weiz,8160
8160 Gutenberg-Stenzengreith,Gutenberg-Stenzengreith,8160
8160 Mortantsch,Mortantsch,8160
8160 Passail,Passail,8160
8160 Sankt Ruprecht an der Raab,Sankt Ruprecht an der Raab,8160
8160 Mitterdorf an der Raab,Mitterdorf an der Raab,8160
8160 Kumberg,Kumberg,8160
8162 Passail,Passail,8162
8162 Passail,Passail,8162
8162 Fladnitz an der Teichalm,Fladnitz an der Teichalm,8162
8162 Gutenberg-Stenzengreith,Gutenberg-Stenzengreith,8162
8160 Thannhausen,Thannhausen,8160
8160 Gutenberg-Stenzengreith,Gutenberg-Stenzengreith,8160
8160 Mortantsch,Mortantsch,8160
8160 Naas,Naas,8160
8160 Weiz,Weiz,8160
8163 Fladnitz an der Teichalm,Fladnitz an der Teichalm,8163
8102 Semriach,Semriach,8102
8163 Fladnitz an der Teichalm,Fladnitz an der Teichalm,8163
8163 Semriach,Semriach,8163
8160 Thannhausen,Thannhausen,8160
8160 Gutenberg-Stenzengreith,Gutenberg-Stenzengreith,8160
8160 Mortantsch,Mortantsch,8160
8160 Naas,Naas,8160
8160 Weiz,Weiz,8160
8162 Passail,Passail,8162
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8171 Sankt Kathrein am Offenegg,Sankt Kathrein am Offenegg,8171
8101 Gratkorn,Gratkorn,8101
8111 Gratwein-Straßengel,Gratwein-Straßengel,8111
8113 Stiwoll,Stiwoll,8113
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8121 Deutschfeistritz,Deutschfeistritz,8121
8141 Premstätten,Premstätten,8141
8151 Hitzendorf,Hitzendorf,8151
8181 Sankt Ruprecht an der Raab,Sankt Ruprecht an der Raab,8181
8172 Anger,Anger,8172
8172 Birkfeld,Birkfeld,8172
8172 Passail,Passail,8172
8171 Sankt Kathrein am Offenegg,Sankt Kathrein am Offenegg,8171
8102 Semriach,Semriach,8102
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8124 Übelbach,Übelbach,8124
8132 Pernegg an der Mur,Pernegg an der Mur,8132
8142 Wundschuh,Wundschuh,8142
8181 Mitterdorf an der Raab,Mitterdorf an der Raab,8181
8181 Sankt Ruprecht an der Raab,Sankt Ruprecht an der Raab,8181
8181 Kumberg,Kumberg,8181
8181 Weiz,Weiz,8181
8181 Albersdorf-Prebuch,Albersdorf-Prebuch,8181
8181 Ilztal,Ilztal,8181
8182 Puch bei Weiz,Puch bei Weiz,8182
8183 Floing,Floing,8183
8184 Anger,Anger,8184
8101 Gratkorn,Gratkorn,8101
8183 Floing,Floing,8183
8183 Anger,Anger,8183
8183 Puch bei Weiz,Puch bei Weiz,8183
8181 Mitterdorf an der Raab,Mitterdorf an der Raab,8181
8181 Sankt Ruprecht an der Raab,Sankt Ruprecht an der Raab,8181
8182 Puch bei Weiz,Puch bei Weiz,8182
8184 Anger,Anger,8184
8113 Sankt Oswald bei Plankenwarth,Sankt Oswald bei Plankenwarth,8113
8113 Sankt Bartholomä,Sankt Bartholomä,8113
8113 Stiwoll,Stiwoll,8113
8182 Puch bei Weiz,Puch bei Weiz,8182
8182 Anger,Anger,8182
8182 Pischelsdorf am Kulm,Pischelsdorf am Kulm,8182
8181 Mitterdorf an der Raab,Mitterdorf an der Raab,8181
8181 Sankt Ruprecht an der Raab,Sankt Ruprecht an der Raab,8181
8183 Floing,Floing,8183
8184 Anger,Anger,8184
8102 Semriach,Semriach,8102
8120 Peggau,Peggau,8120
8121 Deutschfeistritz,Deutschfeistritz,8121
8184 Anger,Anger,8184
8184 Birkfeld,Birkfeld,8184
8184 Floing,Floing,8184
